LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
140000.0,2,1,2,32,0,0,0,0,0,3000.0,4880.0,3000.0,3000.0,3000.0,3000.0,0
210000.0,1,1,2,39,0,0,0,0,0,7637.0,0.0,0.0,0.0,0.0,14263.0,0
10000.0,1,2,2,24,0,0,2,0,0,1300.0,1800.0,0.0,450.0,800.0,0.0,0
340000.0,2,1,2,42,0,0,0,0,0,27245.0,9184.0,1682.0,1352.0,1520.0,1442.0,0
50000.0,2,3,2,22,0,0,0,0,0,1400.0,1300.0,2800.0,619.0,700.0,1000.0,0
40000.0,2,3,1,34,0,0,0,0,2,3500.0,3000.0,3000.0,3029.0,1000.0,2000.0,0
220000.0,2,1,2,30,0,0,0,0,0,2402.0,1503.0,5233.0,20828.0,12490.0,1601.0,0
500000.0,2,3,1,53,0,0,0,0,0,961.0,159.0,720.0,3160.0,2336.0,1033.0,0
140000.0,1,2,2,41,0,0,0,0,0,4002.0,3900.0,3000.0,2892.0,3059.0,3003.0,0
50000.0,2,1,2,23,1,0,0,0,0,0.0,1500.0,800.0,700.0,600.0,600.0,0
50000.0,1,3,1,51,1,0,0,0,0,1.0,2213.0,1019.0,1055.0,1080.0,1245.0,1
70000.0,2,1,2,33,0,0,0,0,0,2000.0,3000.0,1718.0,2000.0,3000.0,1630.0,0
20000.0,2,3,2,23,0,2,2,2,2,3000.0,0.0,2000.0,0.0,2000.0,0.0,1
210000.0,2,2,2,53,0,0,0,0,0,390.0,390.0,390.0,390.0,390.0,390.0,1
360000.0,1,2,2,48,0,0,0,0,0,1500.0,2000.0,2000.0,2000.0,2000.0,3000.0,0
390000.0,2,1,2,33,0,0,0,0,0,1017.0,0.0,0.0,1560.0,4386.0,12000.0,0
50000.0,1,2,2,52,0,0,0,0,0,8080.0,15012.0,10000.0,8000.0,2000.0,2000.0,0
100000.0,2,2,2,34,0,0,0,0,0,1831.0,163.0,1028.0,0.0,0.0,0.0,0
30000.0,2,2,1,39,0,2,0,0,3,0.0,0.0,0.0,2057.0,0.0,0.0,0
70000.0,2,2,2,22,0,0,0,0,0,1592.0,1497.0,947.0,1134.0,1000.0,1021.0,0
280000.0,1,2,1,46,1,2,2,2,2,10101.0,8000.0,0.0,15000.0,0.0,7053.0,1
50000.0,1,2,2,35,0,0,0,0,0,1718.0,2070.0,1505.0,1500.0,1242.0,1300.0,0
300000.0,2,3,2,39,1,0,0,0,0,1720.0,2009.0,6822.0,49.0,15000.0,12000.0,1
110000.0,2,3,2,46,0,0,0,0,0,2000.0,2000.0,2000.0,2000.0,0.0,2000.0,1
360000.0,1,1,2,29,0,0,0,0,0,8035.0,0.0,3658.0,10.0,1107.0,584.0,0
390000.0,2,3,2,43,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,498.0,1
280000.0,2,2,1,46,0,0,0,0,0,1383.0,1647.0,1004.0,41551.0,2056.0,1670.0,0
300000.0,1,2,1,36,0,0,0,0,0,2100.0,7905.0,6509.0,5874.0,6116.0,6300.0,0
240000.0,2,1,1,41,0,0,0,0,0,5000.0,5000.0,5000.0,6000.0,6000.0,5098.0,0
130000.0,1,2,1,33,0,0,0,0,0,2500.0,3200.0,1200.0,500.0,447.0,1000.0,0
30000.0,1,2,1,57,0,0,0,0,0,1750.0,2000.0,1240.0,1200.0,1100.0,0.0,1
100000.0,1,3,2,42,0,0,0,0,0,3000.0,3000.0,2703.0,2998.0,3000.0,6100.0,0
160000.0,2,4,1,39,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
30000.0,2,2,2,23,4,2,2,3,2,0.0,1150.0,1400.0,0.0,800.0,0.0,1
140000.0,1,3,1,32,0,0,0,0,0,5200.0,5006.0,5000.0,5000.0,3000.0,5000.0,0
220000.0,2,2,2,28,0,0,2,0,0,4319.0,5419.0,3000.0,3501.0,3629.0,7442.0,0
210000.0,1,2,1,39,0,0,0,0,0,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0,0
140000.0,1,1,1,42,0,0,0,0,0,9431.0,8842.0,7663.0,7814.0,7794.0,7887.0,0
340000.0,2,1,2,26,1,2,2,2,0,2637.0,1353.0,531.0,14.0,235.0,1400.0,0
440000.0,2,2,1,41,0,0,0,0,0,14006.0,19077.0,9518.0,9576.0,11083.0,12010.0,0
50000.0,2,1,2,26,1,0,0,0,0,1950.0,2576.0,10000.0,10000.0,685.0,612.0,0
230000.0,2,1,2,36,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
400000.0,1,1,2,36,0,0,0,0,0,11219.0,0.0,377.0,0.0,0.0,1759.0,0
80000.0,2,2,2,44,0,0,0,0,0,1435.0,1350.0,5144.0,15365.0,2250.0,2690.0,0
140000.0,2,1,2,28,0,0,0,0,0,1500.0,1195.0,1507.0,452.0,467.0,470.0,0
130000.0,2,1,1,23,1,0,0,0,0,239.0,29615.0,22135.0,15352.0,10452.0,4623.0,0
140000.0,2,1,2,27,0,0,0,0,0,6500.0,6500.0,5000.0,5000.0,5568.0,3600.0,0
160000.0,1,3,1,42,2,0,0,0,0,6000.0,5500.0,5000.0,3000.0,4000.0,3000.0,1
320000.0,2,1,1,33,1,0,0,0,0,0.0,0.0,1248.0,1479.0,0.0,0.0,0
20000.0,1,2,1,42,2,0,0,0,0,1373.0,1386.0,1189.0,570.0,589.0,600.0,1
50000.0,1,2,2,26,1,4,8,7,6,0.0,10000.0,0.0,0.0,0.0,0.0,0
80000.0,2,2,1,35,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
240000.0,1,1,1,35,0,0,0,0,0,6315.0,37046.0,0.0,1894.0,0.0,0.0,0
100000.0,2,2,2,31,0,0,0,0,0,3800.0,4000.0,3602.0,3719.0,3700.0,7800.0,1
70000.0,2,3,1,30,2,2,2,2,2,2600.0,2600.0,2000.0,2500.0,2500.0,2400.0,1
50000.0,1,1,3,25,1,2,0,0,0,9195.0,0.0,1831.0,37.0,3300.0,289.0,1
240000.0,2,1,2,28,0,0,0,0,0,5009.0,4000.0,3506.0,0.0,2500.0,4000.0,0
180000.0,1,1,2,30,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
180000.0,2,1,2,30,0,0,0,0,0,4445.0,5047.0,200.0,745.0,0.0,0.0,0
100000.0,2,2,1,32,0,0,0,0,0,3200.0,3300.0,2910.0,2400.0,2340.0,2400.0,0
240000.0,1,2,1,33,0,0,0,0,0,7575.0,2009.0,3358.0,2784.0,2833.0,2806.0,0
140000.0,2,3,2,24,0,0,0,0,0,580.0,2500.0,502.0,3531.0,0.0,0.0,0
230000.0,2,1,2,42,0,0,0,0,2,326.0,326.0,1458.0,952.0,0.0,326.0,0
350000.0,2,2,1,38,0,0,0,0,0,4998.0,4333.0,5005.0,4305.0,5963.0,6015.0,0
360000.0,1,3,1,32,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
310000.0,2,2,1,46,0,0,0,0,0,11919.0,6629.0,17171.0,3800.0,5807.0,1380.0,0
170000.0,2,2,2,29,0,0,0,0,0,2330.0,3028.0,2847.0,2600.0,3400.0,2045.0,0
360000.0,2,3,1,30,1,0,0,0,0,1637.0,458.0,0.0,282.0,0.0,0.0,0
260000.0,1,1,1,34,0,0,0,0,0,291.0,51058.0,35696.0,34039.0,291.0,291.0,0
210000.0,2,2,2,34,0,0,0,0,0,2996.0,4584.0,3274.0,8648.0,5924.0,15748.0,0
190000.0,1,2,2,26,0,0,0,0,0,7416.0,6900.0,5100.0,10000.0,5500.0,6700.0,0
120000.0,2,3,1,39,1,2,2,2,2,0.0,3400.0,5800.0,2900.0,3000.0,3100.0,0
30000.0,1,2,2,29,1,0,0,0,0,0.0,1715.0,1700.0,1100.0,952.0,958.0,0
270000.0,2,3,1,47,0,0,2,2,0,123.0,123.0,0.0,0.0,0.0,0.0,1
80000.0,2,3,2,39,0,0,0,0,0,1866.0,5256.0,4451.0,9937.0,9000.0,22000.0,0
80000.0,1,2,1,54,0,0,0,0,0,2779.0,3075.0,5000.0,1750.0,1810.0,3000.0,1
50000.0,1,2,2,28,0,0,0,0,0,1800.0,1600.0,500.0,500.0,341.0,500.0,1
200000.0,1,1,2,34,0,0,0,0,0,10108.0,291.0,2515.0,1133.0,0.0,0.0,0
20000.0,1,2,2,24,0,0,0,0,0,1313.0,2110.0,4000.0,6000.0,4000.0,174.0,0
50000.0,1,3,1,53,0,0,0,0,0,1660.0,1612.0,652.0,1300.0,3000.0,2500.0,0
100000.0,1,3,1,54,0,0,0,5,4,10000.0,15000.0,15000.0,0.0,0.0,0.0,1
160000.0,2,2,1,34,1,2,2,0,0,0.0,4500.0,2500.0,3000.0,3000.0,4000.0,0
150000.0,2,1,2,31,0,0,0,0,0,312.0,20132.0,1800.0,127.0,315.0,0.0,0
180000.0,1,2,2,32,1,0,0,0,0,0.0,7326.0,10000.0,7000.0,8000.0,10000.0,0
50000.0,1,3,2,30,0,0,0,2,0,1135.0,1144.0,797.0,0.0,329.0,490.0,0
70000.0,1,2,2,31,0,0,0,0,0,2000.0,2000.0,2000.0,1600.0,1700.0,1700.0,0
20000.0,2,3,1,50,0,0,0,0,0,3754.0,6906.0,290.0,0.0,0.0,0.0,1
170000.0,2,2,2,48,0,0,0,0,0,4500.0,5000.0,4000.0,4000.0,4000.0,7000.0,0
80000.0,2,3,1,35,1,2,2,2,2,3300.0,3100.0,4204.0,2790.0,0.0,3043.0,1
10000.0,1,2,2,24,0,2,2,0,0,0.0,1500.0,0.0,0.0,150.0,0.0,0
310000.0,2,2,1,43,0,0,0,0,0,1426.0,1379.0,867.0,898.0,933.0,807.0,0
50000.0,2,2,1,32,0,0,0,0,0,2021.0,1500.0,700.0,1700.0,700.0,623.0,0
50000.0,1,3,1,29,0,0,0,0,0,2000.0,1092.0,880.0,990.0,780.0,0.0,0
240000.0,2,2,1,35,0,0,0,0,0,1473.0,1473.0,1473.0,1473.0,1473.0,390.0,1
60000.0,1,3,2,46,0,0,0,0,0,2700.0,1500.0,2000.0,1000.0,824.0,333.0,0
470000.0,2,1,1,46,0,0,2,0,0,3000.0,10000.0,0.0,6000.0,5000.0,10000.0,0
200000.0,2,1,2,37,0,0,0,0,0,1500.0,2000.0,1500.0,1200.0,1200.0,1200.0,0
140000.0,2,1,2,36,0,0,0,0,0,0.0,1.0,0.0,1500.0,30695.0,179.0,0
500000.0,2,2,2,25,0,0,0,0,0,3050.0,1543.0,1215.0,3717.0,14014.0,12042.0,0
80000.0,2,2,1,37,1,0,0,0,0,0.0,3237.0,2760.0,914.0,0.0,0.0,0
190000.0,2,1,2,26,0,0,0,0,0,9000.0,8382.0,10221.0,10000.0,3000.0,10490.0,1
230000.0,2,3,2,30,0,0,0,2,0,5492.0,2600.0,7797.0,0.0,5180.0,4606.0,1
500000.0,1,1,1,45,0,0,0,0,0,4969.0,6802.0,11523.0,14.0,5914.0,7622.0,0
70000.0,1,2,2,27,0,0,0,0,0,52896.0,2047.0,1861.0,4000.0,5000.0,3044.0,0
300000.0,2,1,2,30,0,0,0,0,0,8000.0,20219.0,7500.0,6500.0,7500.0,6000.0,0
50000.0,1,2,2,46,0,0,0,0,0,2000.0,1221.0,595.0,1000.0,3500.0,2000.0,1
320000.0,2,2,1,33,0,0,0,0,0,1661.0,1060.0,4070.0,2700.0,7544.0,3563.0,1
80000.0,2,2,1,53,1,2,2,0,0,0.0,2000.0,0.0,1500.0,2000.0,0.0,0
60000.0,1,2,1,47,0,0,0,0,2,1500.0,2000.0,2300.0,5100.0,0.0,2000.0,1
50000.0,1,2,2,39,0,0,0,0,0,1487.0,1200.0,399.0,390.0,540.0,390.0,1
50000.0,2,2,2,43,0,0,0,0,0,2334.0,1918.0,12530.0,1001.0,1035.0,1198.0,0
280000.0,2,1,2,29,0,0,0,0,0,12384.0,2664.0,867.0,3060.0,858.0,3193.0,0
240000.0,2,2,2,37,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,1,3,2,27,0,0,0,0,0,2138.0,1400.0,3000.0,5000.0,0.0,0.0,1
210000.0,2,2,1,48,0,0,0,0,0,11876.0,11876.0,11876.0,18954.0,5000.0,11876.0,0
250000.0,2,2,2,26,0,0,0,0,0,1500.0,1500.0,5645.0,500.0,1547.0,0.0,0
30000.0,2,2,2,21,0,0,0,0,0,2019.0,2511.0,10000.0,502.0,0.0,0.0,0
20000.0,1,2,2,34,0,0,0,0,0,0.0,0.0,0.0,310.0,9500.0,800.0,0
190000.0,1,1,2,33,0,0,0,0,0,6388.0,6112.0,4202.0,4200.0,4200.0,5000.0,0
230000.0,2,2,1,42,0,0,0,2,0,1300.0,1200.0,2000.0,0.0,1000.0,2000.0,0
140000.0,2,1,2,30,0,0,0,0,0,8399.0,6923.0,5330.0,2074.0,5588.0,20290.0,0
220000.0,2,2,1,29,0,0,0,0,0,5042.0,5042.0,3687.0,3660.0,3528.0,3314.0,0
40000.0,1,1,2,26,0,0,2,0,0,1600.0,4950.0,1400.0,2000.0,1400.0,1500.0,0
180000.0,2,2,2,36,0,0,0,0,0,1290.0,2985.0,0.0,0.0,0.0,0.0,0
230000.0,2,1,2,35,0,0,0,0,0,300.0,399.0,665.0,576.0,613.0,520.0,0
30000.0,1,1,2,23,0,0,0,0,0,1496.0,1735.0,1030.0,1017.0,1033.0,989.0,0
210000.0,1,2,1,43,0,0,0,0,0,4000.0,5013.0,4000.0,5000.0,5000.0,5000.0,0
170000.0,2,2,1,47,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
140000.0,1,2,1,30,0,0,0,0,0,2134.0,1210.0,2000.0,2000.0,1666.0,1500.0,0
30000.0,1,2,2,51,5,3,2,3,2,0.0,0.0,2113.0,0.0,0.0,2191.0,1
80000.0,2,4,1,23,0,0,0,0,0,0.0,31432.0,3000.0,3000.0,0.0,0.0,0
400000.0,1,3,1,51,0,0,0,0,0,13000.0,15000.0,14000.0,11500.0,8000.0,7000.0,0
160000.0,2,2,1,37,0,2,0,0,0,3900.0,0.0,1742.0,1900.0,1703.0,3612.0,0
130000.0,2,2,2,22,0,0,0,0,0,527.0,11249.0,1200.0,16578.0,0.0,33232.0,0
20000.0,2,2,1,54,1,0,0,0,0,11.0,1392.0,1000.0,176.0,0.0,0.0,1
80000.0,2,1,2,23,0,0,0,0,0,3212.0,1600.0,956.0,40000.0,1800.0,1700.0,1
100000.0,2,2,1,36,0,0,0,0,0,3000.0,2746.0,3156.0,3000.0,0.0,0.0,0
60000.0,1,1,1,38,1,0,0,0,0,0.0,0.0,0.0,1040.0,0.0,0.0,0
20000.0,1,2,2,22,4,2,0,0,2,0.0,0.0,1266.0,1500.0,0.0,1915.0,1
60000.0,2,3,1,36,1,2,2,0,0,5336.0,2550.0,16.0,0.0,0.0,0.0,1
140000.0,2,2,2,27,0,0,2,2,2,5000.0,8000.0,0.0,8000.0,3000.0,0.0,0
200000.0,2,1,2,25,0,0,0,0,0,776.0,0.0,1107.0,586.0,0.0,0.0,0
460000.0,1,2,1,39,0,0,0,0,0,9916.0,9906.0,7596.0,4706.0,4328.0,7008.0,0
90000.0,2,2,1,30,0,0,0,0,0,1106.0,1124.0,1137.0,301.0,312.0,373.0,0
280000.0,2,2,2,31,1,0,0,0,0,0.0,0.0,0.0,5360.0,251.0,5360.0,0
110000.0,1,1,1,41,0,0,0,0,0,3486.0,2958.0,2803.0,2940.0,2821.0,2806.0,0
200000.0,2,1,1,38,0,0,0,0,0,6115.0,11950.0,7311.0,18567.0,6787.0,6653.0,0
200000.0,1,1,2,26,0,0,0,0,0,1213.0,4467.0,1000.0,0.0,0.0,0.0,0
290000.0,2,1,1,39,0,0,0,0,0,264.0,264.0,264.0,264.0,264.0,264.0,0
20000.0,2,3,1,31,0,0,0,0,0,1330.0,1170.0,500.0,420.0,397.0,221.0,1
40000.0,2,2,2,25,0,0,2,0,0,1967.0,3300.0,0.0,1400.0,3100.0,0.0,1
90000.0,2,3,1,49,0,2,0,0,0,2800.0,0.0,0.0,272.0,166.0,3756.0,0
110000.0,2,2,2,29,0,0,0,0,0,4500.0,4500.0,4500.0,2500.0,3500.0,5800.0,0
220000.0,1,1,1,36,0,0,0,0,0,4880.0,2267.0,1350.0,0.0,11597.0,1500.0,0
50000.0,2,1,2,25,0,0,0,0,0,1479.0,2000.0,2000.0,2000.0,2000.0,4060.0,0
20000.0,1,1,1,34,2,0,2,2,2,2000.0,2000.0,0.0,4000.0,0.0,4000.0,0
50000.0,1,1,2,23,0,0,0,0,0,1806.0,1612.0,1500.0,652.0,828.0,957.0,0
280000.0,2,1,1,35,0,0,0,0,0,9604.0,53459.0,4000.0,4000.0,5000.0,4000.0,0
150000.0,2,2,3,54,0,0,0,0,0,4772.0,6427.0,4951.0,4062.0,4188.0,4824.0,0
50000.0,2,2,2,25,3,2,0,0,0,2063.0,0.0,800.0,800.0,1000.0,1000.0,1
300000.0,2,1,1,36,1,0,0,0,0,0.0,6300.0,5400.0,0.0,2700.0,7150.0,0
230000.0,1,1,1,47,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
90000.0,2,3,1,42,0,0,0,0,0,1562.0,1832.0,1600.0,1000.0,1000.0,0.0,0
50000.0,2,1,2,29,0,0,0,0,0,2471.0,6015.0,0.0,3056.0,2439.0,3026.0,1
130000.0,2,2,2,25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
290000.0,1,1,1,38,2,0,0,0,0,4429.0,5000.0,2928.0,3097.0,2033.0,1051.0,1
230000.0,2,1,1,34,0,0,0,0,0,3000.0,5000.0,5828.0,6981.0,6157.0,6342.0,0
50000.0,1,1,2,26,0,0,0,0,2,1672.0,1699.0,1600.0,901.0,1500.0,7.0,0
50000.0,2,2,1,25,0,0,0,0,0,2039.0,2015.0,2000.0,2100.0,2000.0,2100.0,1
120000.0,2,1,2,28,0,0,0,0,0,2063.0,768.0,3146.0,2677.0,0.0,0.0,0
50000.0,2,3,1,40,2,0,0,0,0,0.0,2050.0,500.0,500.0,400.0,400.0,1
390000.0,2,2,1,39,0,0,0,0,0,827.0,827.0,1036.0,15000.0,1000.0,1000.0,0
150000.0,1,3,2,29,1,2,2,2,2,0.0,0.0,4000.0,0.0,7127.0,0.0,1
200000.0,1,2,1,30,1,0,0,0,0,736.0,736.0,736.0,736.0,316.0,1156.0,0
290000.0,2,1,2,28,0,0,0,0,0,4315.0,6000.0,4000.0,3000.0,2500.0,3000.0,0
400000.0,2,2,1,44,0,0,0,0,0,804.0,11242.0,0.0,0.0,0.0,0.0,0
180000.0,1,3,1,40,0,0,0,0,0,991.0,1316.0,0.0,1657.0,325.0,325.0,0
500000.0,1,1,2,41,0,0,0,0,0,0.0,0.0,0.0,0.0,2300.0,0.0,0
170000.0,2,2,2,27,2,0,0,0,0,6500.0,7100.0,6100.0,6000.0,5600.0,7700.0,1
300000.0,2,1,1,51,0,0,0,0,0,8269.0,6825.0,0.0,0.0,0.0,0.0,0
30000.0,1,2,1,40,1,0,0,0,0,0.0,1000.0,500.0,1520.0,0.0,0.0,0
50000.0,2,3,1,31,1,2,2,2,2,2830.0,1000.0,1800.0,2000.0,0.0,1704.0,1
50000.0,1,2,2,29,0,0,0,0,0,2070.0,3000.0,2000.0,2000.0,2000.0,2000.0,0
100000.0,2,1,2,30,2,2,2,2,2,3600.0,1700.0,1500.0,1500.0,1400.0,0.0,0
170000.0,2,2,1,30,0,0,0,0,2,4599.0,23000.0,40000.0,4418.0,0.0,2800.0,1
10000.0,1,2,2,38,2,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1
80000.0,2,1,2,22,0,0,0,0,0,65145.0,2386.0,2000.0,2000.0,3000.0,1000.0,0
350000.0,2,2,2,37,0,0,0,0,0,12701.0,14100.0,12109.0,11482.0,11841.0,1500.0,0
70000.0,2,2,1,32,0,2,2,2,2,3009.0,1500.0,0.0,3000.0,1000.0,0.0,1
260000.0,1,2,1,39,2,0,2,0,0,7010.0,7004.0,15.0,3000.0,3000.0,3000.0,1
180000.0,2,2,2,35,0,0,0,0,0,10000.0,10092.0,10000.0,10000.0,10000.0,5000.0,0
160000.0,2,2,2,25,0,0,0,0,0,7545.0,10841.0,12448.0,2141.0,24603.0,16897.0,0
70000.0,2,2,2,25,0,2,0,0,0,4000.0,0.0,2000.0,2000.0,2000.0,3000.0,1
50000.0,2,2,1,39,0,0,0,0,0,2081.0,2109.0,2049.0,1864.0,1923.0,1882.0,0
130000.0,1,1,2,33,1,0,0,0,0,0.0,0.0,8495.0,0.0,0.0,0.0,1
50000.0,1,2,1,36,1,0,0,0,0,0.0,0.0,0.0,0.0,4473.0,1650.0,0
170000.0,1,1,2,30,0,0,0,0,0,4337.0,6000.0,5000.0,5000.0,5000.0,4898.0,0
350000.0,2,1,1,50,0,0,0,0,0,20717.0,10173.0,28858.0,8693.0,9194.0,17436.0,0
210000.0,2,2,2,44,0,0,0,0,0,3379.0,3469.0,4380.0,3355.0,3565.0,3607.0,0
80000.0,1,2,1,29,0,0,0,0,0,2000.0,450.0,500.0,35000.0,3000.0,2000.0,0
50000.0,1,4,2,23,0,0,0,0,0,7275.0,47166.0,12064.0,12176.0,780.0,6200.0,0
150000.0,1,1,2,26,0,0,0,0,0,2000.0,2000.0,2000.0,1200.0,3000.0,2000.0,0
50000.0,1,1,2,24,0,0,0,0,0,2000.0,2500.0,1353.0,1500.0,2000.0,1501.0,0
30000.0,2,2,2,27,2,5,5,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0
20000.0,1,2,2,49,0,0,0,0,0,1621.0,1292.0,1166.0,390.0,1320.0,0.0,1
50000.0,2,1,1,29,0,0,0,0,0,1818.0,2200.0,1192.0,1000.0,2000.0,1000.0,0
10000.0,1,3,2,44,1,0,0,0,0,0.0,1149.0,1159.0,349.0,502.0,200.0,0
30000.0,1,1,2,36,0,0,0,2,2,1500.0,1500.0,4200.0,0.0,2252.0,0.0,0
30000.0,1,2,1,37,0,0,2,2,2,1671.0,3700.0,0.0,5335.0,0.0,2054.0,0
80000.0,2,3,1,38,0,0,2,0,0,2925.0,12265.0,9.0,1737.0,1760.0,1882.0,0
50000.0,1,2,2,40,2,0,2,0,0,2000.0,2000.0,1000.0,1000.0,1000.0,2000.0,1
500000.0,2,1,2,37,0,0,0,0,0,19169.0,22893.0,53198.0,0.0,0.0,12000.0,0
80000.0,1,2,1,34,0,0,0,0,0,5000.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,1,2,1,51,0,0,0,0,0,1681.0,1583.0,1347.0,1183.0,0.0,0.0,0
50000.0,2,3,1,34,2,0,0,0,0,0.0,2504.0,1200.0,1500.0,1100.0,1301.0,0
230000.0,2,2,2,27,0,0,0,0,0,10033.0,5010.0,5.0,45000.0,8000.0,35660.0,0
50000.0,1,2,1,49,2,0,0,0,0,0.0,2500.0,1300.0,2000.0,700.0,1000.0,1
140000.0,1,1,2,30,0,0,0,0,0,1000.0,0.0,0.0,0.0,5302.0,5251.0,0
260000.0,2,3,2,36,0,0,0,0,0,4160.0,4000.0,3984.0,4001.0,4128.0,4200.0,0
50000.0,1,1,1,49,0,0,0,0,0,2500.0,2500.0,1500.0,1500.0,1256.0,1018.0,0
270000.0,2,1,1,50,0,0,0,0,0,0.0,6098.0,3500.0,7324.0,9466.0,2296.0,0
390000.0,2,1,1,40,1,0,0,0,0,2100.0,38142.0,15152.0,38097.0,23080.0,15055.0,0
50000.0,1,3,1,48,0,0,0,0,0,2000.0,2000.0,2000.0,5001.0,5000.0,5021.0,0
110000.0,2,1,2,25,0,0,0,0,0,0.0,4000.0,2100.0,2000.0,1500.0,1500.0,0
180000.0,1,1,1,39,0,0,0,0,0,11000.0,2009.0,26000.0,0.0,1500.0,1898.0,0
